sku,nombre,marca,categoria,precio_venta,precio_regular,tiene_precio_oh,descuento_pct,url_producto,url_imagen,fecha_extraccion
galletas-soda-field-bolsa-6un,Galletas Saladas FIELD Soda Paquete 6un,FIELD,abarrotes,3.5,3.9,False,10.26,https://www.plazavea.com.pe/galletas-soda-field-bolsa-6un/p,https://vivanda.vteximg.com.br/arquivos/Alto_sodio.png?v=123,2026-09-16 21:08:39
gomas-ambrosoli-cerebros-bolsa-250g,Gomas AMBROSOLI Cerebros Bolsa 250g,AMBROSOLI,abarrotes,14.5,14.5,False,0.0,https://www.plazavea.com.pe/gomas-ambrosoli-cerebros-bolsa-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/32481785-184-184/20564656.jpg?v=638954682668300000,2026-09-16 21:08:39
galleta-chokosoda-field-paquete-6un,Galletas FIELD ChokoSoda Paquete 6un,FIELD,abarrotes,6.3,7.2,False,12.5,https://www.plazavea.com.pe/galleta-chokosoda-field-paquete-6un/p,https://vivanda.vteximg.com.br/arquivos/azucar_saturadas.png?v=123,2026-09-16 21:08:39
galleta-vainilla-field-paquete-6un,Galletas FIELD Vainilla Paquete 6un,FIELD,abarrotes,4.8,5.5,False,12.73,https://www.plazavea.com.pe/galleta-vainilla-field-paquete-6un/p,https://vivanda.vteximg.com.br/arquivos/Alto_azucar.png?v=123,2026-09-16 21:08:39
chupetin-de-halloween-mister-pops-extreme-duo-bolsa-432g,Chupetín de Halloween MISTER POPS Extreme Duo ...,MISTER POPS,abarrotes,10.8,10.8,False,0.0,https://www.plazavea.com.pe/chupetin-de-halloween-mister-pops-extreme-duo-bolsa-432g/p,https://plazavea.vteximg.com.br/arquivos/ids/29519855-184-184/20462432.jpg?v=638623201724470000,2026-09-16 21:08:39
chupetines-mister-pops-ciclopops-halloween-bolsa-432g,Chupetines MISTER POPS Ciclopops Halloween Bol...,MISTER POPS,abarrotes,10.8,10.8,False,0.0,https://www.plazavea.com.pe/chupetines-mister-pops-ciclopops-halloween-bolsa-432g/p,https://vivanda.vteximg.com.br/arquivos/Alto_azucar.png?v=123,2026-09-16 21:08:39
conserva-bells-palmitos-enteros-en-salmuera-frasco-430gr,Conserva BELL'S Palmitos Enteros en Salmuera F...,BELL'S,abarrotes,7.69,7.69,False,0.0,https://www.plazavea.com.pe/conserva-bells-palmitos-enteros-en-salmuera-frasco-430gr/p,https://plazavea.vteximg.com.br/arquivos/ids/34330615-184-184/20081176.jpg?v=639124899345230000,2026-09-16 21:08:39
aceite-vegetal-primor-clasico-botella-900ml,Aceite Vegetal PRIMOR Clásico Botella 900ml,PRIMOR,abarrotes,8.5,9.7,True,12.37,https://www.plazavea.com.pe/aceite-vegetal-primor-clasico-botella-900ml/p,https://plazavea.vteximg.com.br/arquivos/ids/30632030-184-184/20281566.jpg?v=638758944609130000,2026-09-16 21:08:39
galletas-field-cream-crakers-bolsa-73-5g,Galletas Saladas FIELD Cream Cracker Paquete 7...,FIELD,abarrotes,2.1,2.5,False,16.0,https://www.plazavea.com.pe/galletas-field-cream-crakers-bolsa-73-5g/p,https://plazavea.vteximg.com.br/arquivos/ids/30364815-184-184/20353012.jpg?v=638710561194470000,2026-09-16 21:08:39
galletas-field-coronita-sixpack-paquete-216g,Galletas FIELD Coronita Paquete 6un,FIELD,abarrotes,5.3,5.3,False,0.0,https://www.plazavea.com.pe/galletas-field-coronita-sixpack-paquete-216g/p,https://vivanda.vteximg.com.br/arquivos/azucar_saturadas.png?v=123,2026-09-16 21:08:39
galletas-field-charada-sixpack-paquete-226-8g,Galletas FIELD Charada Paquete 6un,FIELD,abarrotes,5.3,5.3,False,0.0,https://www.plazavea.com.pe/galletas-field-charada-sixpack-paquete-226-8g/p,https://vivanda.vteximg.com.br/arquivos/azucar_saturadas.png?v=123,2026-09-16 21:08:39
arroz-extra-bells-bolsa-5kg-19073,Arroz Extra BELL'S Bolsa 5Kg,BELL'S,abarrotes,17.5,17.9,False,2.23,https://www.plazavea.com.pe/arroz-extra-bells-bolsa-5kg-19073/p,https://plazavea.vteximg.com.br/arquivos/ids/35462526-184-184/19073.jpg?v=639207696965100000,2026-09-16 21:08:39
arroz-anejo-extra-costeno-saco-10kg,Arroz Añejo Extra COSTEÑO Saco 10Kg,COSTEÑO,abarrotes,40.7,43.9,True,7.29,https://www.plazavea.com.pe/arroz-anejo-extra-costeno-saco-10kg/p,https://plazavea.vteximg.com.br/arquivos/ids/34976130-184-184/20466651.jpg?v=639234384120530000,2026-09-16 21:08:39
lenteja-casa-verde-listas-para-comer-doypack-360g,Lenteja CASA VERDE Listas para Comer Doypack 3...,CASA VERDE,abarrotes,7.5,7.5,False,0.0,https://www.plazavea.com.pe/lenteja-casa-verde-listas-para-comer-doypack-360g/p,https://plazavea.vteximg.com.br/arquivos/ids/29682624-184-184/20463517.jpg?v=638642707586830000,2026-09-16 21:08:39
mayonesa-bd-doypack-400g,Mayonesa B&D Doypack 400g,B&D,abarrotes,10.99,10.99,False,0.0,https://www.plazavea.com.pe/mayonesa-bd-doypack-400g/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:08:39
galleta-chocobum-empaque-33g-paquete-6un,Galleta CHOCOBUM Empaque 33g Paquete 6un,CHOCOBUM,abarrotes,4.1,5.3,False,22.64,https://www.plazavea.com.pe/galleta-chocobum-empaque-33g-paquete-6un/p,https://vivanda.vteximg.com.br/arquivos/azucar_saturadas.png?v=123,2026-09-16 21:08:39
galletas-field-cream-crakers-bolsa-258g,Galletas Saladas FIELD Cream Cracker Paquete 2...,FIELD,abarrotes,6.8,6.8,False,0.0,https://www.plazavea.com.pe/galletas-field-cream-crakers-bolsa-258g/p,https://plazavea.vteximg.com.br/arquivos/ids/29033419-184-184/20353013.jpg?v=638501476170030000,2026-09-16 21:08:39
mayonesa-bd-doypack-190g,Mayonesa B&D Doypack 190g,B&D,abarrotes,6.49,6.49,False,0.0,https://www.plazavea.com.pe/mayonesa-bd-doypack-190g/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:08:39
mayonesa-libbys-doypack-100g,Mayonesa LIBBY'S Doypack 100g,LIBBY S,abarrotes,3.99,3.99,False,0.0,https://www.plazavea.com.pe/mayonesa-libbys-doypack-100g/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:08:39
aceitunas-en-conserva-bells-verdes-enteras-bolsa-250gr,Aceitunas en Conserva BELL'S Verdes Enteras Bo...,BELL'S,abarrotes,7.19,7.19,False,0.0,https://www.plazavea.com.pe/aceitunas-en-conserva-bells-verdes-enteras-bolsa-250gr/p,https://vivanda.vteximg.com.br/arquivos/Alto_sodio.png?v=123,2026-09-16 21:08:39
frejoles-casa-verde-listas-para-comer-doypack-360g,Frejoles CASA VERDE Listas para Comer Doypack ...,CASA VERDE,abarrotes,8.2,8.6,False,4.65,https://www.plazavea.com.pe/frejoles-casa-verde-listas-para-comer-doypack-360g/p,https://plazavea.vteximg.com.br/arquivos/ids/29682625-184-184/20463515.jpg?v=638642707628170000,2026-09-16 21:08:39
caramelos-tic-tac-naranja-envase-16g,Caramelos TIC TAC Naranja Envase 16g,TIC TAC,abarrotes,2.9,2.9,False,0.0,https://www.plazavea.com.pe/caramelos-tic-tac-naranja-envase-16g/p,https://vivanda.vteximg.com.br/arquivos/Alto_azucar.png?v=123,2026-09-16 21:08:39
tortilla-chips-doritos-queso-atrevido-bolsa-45g-20257362,Tortilla Chips DORITOS Queso Atrevido Bolsa 45...,DORITOS,abarrotes,2.5,2.5,False,0.0,https://www.plazavea.com.pe/tortilla-chips-doritos-queso-atrevido-bolsa-45g-20257362/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:08:39
mani-karinto-crocante-sal-bolsa-100g,Maní KARINTO Crocante Sal Bolsa 100g,KARINTO,abarrotes,4.2,4.5,False,6.67,https://www.plazavea.com.pe/mani-karinto-crocante-sal-bolsa-100g/p,https://plazavea.vteximg.com.br/arquivos/ids/34359653-184-184/20237026.jpg?v=639125041925500000,2026-09-16 21:08:39
mani-karinto-crocante-sal-bolsa-200g,Maní KARINTO Crocante Sal Bolsa 200g,KARINTO,abarrotes,8.0,8.0,False,0.0,https://www.plazavea.com.pe/mani-karinto-crocante-sal-bolsa-200g/p,https://plazavea.vteximg.com.br/arquivos/ids/34359651-184-184/20237013.jpg?v=639125041865300000,2026-09-16 21:08:39
mani-karinto-clasico-sal-bolsa-100g,Maní KARINTO Clásico Sal Bolsa 100g,KARINTO,abarrotes,4.2,4.2,False,0.0,https://www.plazavea.com.pe/mani-karinto-clasico-sal-bolsa-100g/p,https://vivanda.vteximg.com.br/arquivos/Alto_saturadas.png?v=123,2026-09-16 21:08:39
caramelos-ambrosoli-gajo-frutas-bolsa-100un,Caramelos AMBROSOLI Gajo frutas Bolsa 100Un,AMBROSOLI,abarrotes,7.9,7.9,False,0.0,https://www.plazavea.com.pe/caramelos-ambrosoli-gajo-frutas-bolsa-100un/p,https://vivanda.vteximg.com.br/arquivos/Alto_azucar.png?v=123,2026-09-16 21:08:39
caramelos-oh-ambrosoli-blando-de-leche-bolsa-620gr,Caramelos AMBROSOLI Blando de leche Bolsa 620G...,AMBROSOLI,abarrotes,15.9,17.9,False,11.17,https://www.plazavea.com.pe/caramelos-oh-ambrosoli-blando-de-leche-bolsa-620gr/p,https://vivanda.vteximg.com.br/arquivos/Alto_azucar.png?v=123,2026-09-16 21:08:39
snack-de-maiz-cheese-tris-queso-bolsa-44g,Snack de Maíz CHEESE TRIS Queso Bolsa 44g,CHEESE TRIS,abarrotes,2.49,2.49,False,0.0,https://www.plazavea.com.pe/snack-de-maiz-cheese-tris-queso-bolsa-44g/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:08:39
caramelos-tic-tac-menta-intensa-envase-16g,Caramelos TIC TAC Menta Intensa Envase 16g,TIC TAC,abarrotes,2.9,2.9,False,0.0,https://www.plazavea.com.pe/caramelos-tic-tac-menta-intensa-envase-16g/p,https://vivanda.vteximg.com.br/arquivos/Alto_azucar.png?v=123,2026-09-16 21:08:39
tableta-con-leche-hersheys-82g,Tableta con Leche HERSHEY'S 82g,HERSHEYS,abarrotes,11.0,11.0,False,0.0,https://www.plazavea.com.pe/tableta-con-leche-hersheys-82g/p,https://plazavea.vteximg.com.br/arquivos/ids/29042011-184-184/20423026.jpg?v=638508770663170000,2026-09-16 21:08:39
nerds-watermeloncherry-un-46-7g,NERDS Watermelon & Cherry Paquete 46.7g,NERDS,abarrotes,7.9,7.9,False,0.0,https://www.plazavea.com.pe/nerds-watermeloncherry-un-46-7g/p,https://plazavea.vteximg.com.br/arquivos/ids/29041846-184-184/20422739.jpg?v=638508755984430000,2026-09-16 21:08:39
nerds-rope-very-berry-un-26g,NERDS Rope Very Berry Bolsa 26g,NERDS,abarrotes,7.9,7.9,False,0.0,https://www.plazavea.com.pe/nerds-rope-very-berry-un-26g/p,https://plazavea.vteximg.com.br/arquivos/ids/29041845-184-184/20422563.jpg?v=638508755633570000,2026-09-16 21:08:39
nerds-rainbow-video-un-141g,NERDS Rainbow Paquete 141g,NERDS,abarrotes,12.9,12.9,False,0.0,https://www.plazavea.com.pe/nerds-rainbow-video-un-141g/p,https://plazavea.vteximg.com.br/arquivos/ids/29041844-184-184/20422562.jpg?v=638508755294230000,2026-09-16 21:08:39
nerds-grapestrawberry-un-46-7g,NERDS Grape & Strawberry Paquete 46.7g,NERDS,abarrotes,7.9,7.9,False,0.0,https://www.plazavea.com.pe/nerds-grapestrawberry-un-46-7g/p,https://plazavea.vteximg.com.br/arquivos/ids/29041843-184-184/20422740.jpg?v=638508754938500000,2026-09-16 21:08:39
tortilla-chips-doritos-dinamita-flamin-hot-bolsa-80-g,Tortilla Chips DORITOS Dinamita Flamin' Hot Bo...,DORITOS,abarrotes,6.5,6.5,False,0.0,https://www.plazavea.com.pe/tortilla-chips-doritos-dinamita-flamin-hot-bolsa-80-g/p,https://plazavea.vteximg.com.br/arquivos/ids/34362404-184-184/20391860.jpg?v=639125060567730000,2026-09-16 21:08:39
caramelos-tic-tac-menta-envase-16g,Caramelos TIC TAC Menta Envase 16g,TIC TAC,abarrotes,2.9,2.9,False,0.0,https://www.plazavea.com.pe/caramelos-tic-tac-menta-envase-16g/p,https://vivanda.vteximg.com.br/arquivos/Alto_azucar.png?v=123,2026-09-16 21:08:39
endulzante-natural-lakanto-sweetener-golden-doypack-800g,Endulzante Natural LAKANTO Sweetener Golden Do...,LAKANTO,abarrotes,89.2,105.0,False,15.05,https://www.plazavea.com.pe/endulzante-natural-lakanto-sweetener-golden-doypack-800g/p,https://plazavea.vteximg.com.br/arquivos/ids/2273544-184-184/20237522.jpg?v=637651063240330000,2026-09-16 21:08:39
mani-karinto-crocante-picante-bolsa-200g,Maní KARINTO Crocante Picante Bolsa 200g,KARINTO,abarrotes,8.0,8.0,False,0.0,https://www.plazavea.com.pe/mani-karinto-crocante-picante-bolsa-200g/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:08:39
snack-piqueo-snax-original-bolsa-55g,Snack PIQUEO SNAX Original Bolsa 55g,FRITO LAY,abarrotes,2.5,2.5,False,0.0,https://www.plazavea.com.pe/snack-piqueo-snax-original-bolsa-55g/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:08:39
barra-de-chocolate-hersheys-air-paquete-85g,Barra de Chocolate HERSHEY'S Air Paquete 85g,HERSHEYS,abarrotes,8.9,8.9,False,0.0,https://www.plazavea.com.pe/barra-de-chocolate-hersheys-air-paquete-85g/p,https://vivanda.vteximg.com.br/arquivos/azucar_saturadas.png?v=123,2026-09-16 21:08:39
caramelos-masticables-mentos-tutti-frutti-paquete-29-04g,Caramelos Masticables MENTOS Tutti Frutti Paqu...,MENTOS,abarrotes,2.5,2.5,False,0.0,https://www.plazavea.com.pe/caramelos-masticables-mentos-tutti-frutti-paquete-29-04g/p,https://vivanda.vteximg.com.br/arquivos/Alto_azucar.png?v=123,2026-09-16 21:08:39
caramelos-masticables-mentos-envoltura-29-04g,Caramelos Masticables MENTOS Envoltura 29.04g,MENTOS,abarrotes,2.5,2.5,False,0.0,https://www.plazavea.com.pe/caramelos-masticables-mentos-envoltura-29-04g/p,https://vivanda.vteximg.com.br/arquivos/Alto_azucar.png?v=123,2026-09-16 21:08:39
caramelos-con-leche-butter-toffees-bolsa-390g,Caramelos con Leche BUTTER TOFFEES Bolsa 390g,ARCOR,abarrotes,20.4,20.4,False,0.0,https://www.plazavea.com.pe/caramelos-con-leche-butter-toffees-bolsa-390g/p,https://vivanda.vteximg.com.br/arquivos/azucar_saturadas.png?v=123,2026-09-16 21:08:39
salsa-2-banderas-aderezo-para-lechon-bolsa-300g,Aderezo para Lechón 2 BANDERAS Empaque 300g,2 BANDERAS,abarrotes,8.79,8.79,False,0.0,https://www.plazavea.com.pe/salsa-2-banderas-aderezo-para-lechon-bolsa-300g/p,https://plazavea.vteximg.com.br/arquivos/ids/646035-184-184/20130748.jpg?v=639113443357870000,2026-09-16 21:08:39
caramelos-mentos-kiss-fresa-lata-35gr,Caramelos MENTOS Kiss Fresa Lata 35g,MENTOS,abarrotes,9.2,10.0,False,8.0,https://www.plazavea.com.pe/caramelos-mentos-kiss-fresa-lata-35gr/p,https://plazavea.vteximg.com.br/arquivos/ids/34330749-184-184/20112654.jpg?v=639124900463500000,2026-09-16 21:08:39
caramelos-mentos-kiss-menta-lata-35gr,Caramelos MENTOS Kiss menta Lata 35Gr,MENTOS,abarrotes,9.2,10.0,False,8.0,https://www.plazavea.com.pe/caramelos-mentos-kiss-menta-lata-35gr/p,https://plazavea.vteximg.com.br/arquivos/ids/34330750-184-184/20112655.jpg?v=639124900470000000,2026-09-16 21:08:39
caramelos-starbust-masticables-sabores-surtidos-bolsa-2-07oz,Caramelos Masticables STARBUST Sabores Surtido...,BARCELONA,abarrotes,5.0,5.0,False,0.0,https://www.plazavea.com.pe/caramelos-starbust-masticables-sabores-surtidos-bolsa-2-07oz/p,https://vivanda.vteximg.com.br/arquivos/azucar_saturadas.png?v=123,2026-09-16 21:08:39
caramelos-skittles-original-duro-sabores-surtidos-bolsa-61-5gr,Caramelos SKITTLES ORIGINAL Duro Sabores Surti...,SKITTLES,abarrotes,6.2,6.2,False,0.0,https://www.plazavea.com.pe/caramelos-skittles-original-duro-sabores-surtidos-bolsa-61-5gr/p,https://vivanda.vteximg.com.br/arquivos/Alto_azucar.png?v=123,2026-09-16 21:08:39
caramelos-skittles-wild-berry-sabor-de-frutas-bolsa-61-5gr,Caramelos SKITTLES WILD BERRY Sabor de frutas ...,SKITTLES,abarrotes,6.2,6.2,False,0.0,https://www.plazavea.com.pe/caramelos-skittles-wild-berry-sabor-de-frutas-bolsa-61-5gr/p,https://vivanda.vteximg.com.br/arquivos/Alto_azucar.png?v=123,2026-09-16 21:08:39
caramelos-ambrocolas-ambrosoli-rojo-amarillo-cola-negro-bolsa-350gr,"Caramelos AMBROSOLI Rojo, Amarillo, Cola Negro...",AMBROSOLI,abarrotes,6.9,6.9,False,0.0,https://www.plazavea.com.pe/caramelos-ambrocolas-ambrosoli-rojo-amarillo-cola-negro-bolsa-350gr/p,https://vivanda.vteximg.com.br/arquivos/Alto_azucar.png?v=123,2026-09-16 21:08:39
galletas-saladas-ritz-bolsa-20g-paquete-6un,Galletas Saladas RITZ sabor Original Paquete 6...,RITZ,abarrotes,4.3,4.8,False,10.42,https://www.plazavea.com.pe/galletas-saladas-ritz-bolsa-20g-paquete-6un/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:08:39
galleta-oreo-twelve-paquete-432g,Galletas OREO Original Paquete 12un,OREO,abarrotes,8.5,9.9,False,14.14,https://www.plazavea.com.pe/galleta-oreo-twelve-paquete-432g/p,https://vivanda.vteximg.com.br/arquivos/octagono-3.png?v=123,2026-09-16 21:08:39
pack-galletas-saladas-ritz-bolsa-20g-paquete-6un-x-2un,Pack Galletas Saladas RITZ Bolsa 20g Paquete 6...,RITZ,abarrotes,7.3,9.6,False,23.96,https://www.plazavea.com.pe/pack-galletas-saladas-ritz-bolsa-20g-paquete-6un-x-2un/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:08:39
pack-galleta-nabisco-oreo-regular-paquete-6un-x-2un,Pack Galletas OREO Original Paquete 6un x 2,OREO,abarrotes,8.2,10.4,False,21.15,https://www.plazavea.com.pe/pack-galleta-nabisco-oreo-regular-paquete-6un-x-2un/p,https://vivanda.vteximg.com.br/arquivos/octagono-3.png?v=123,2026-09-16 21:08:39
galleta-oreo-regular-paquete-6un,Galletas OREO Original Paquete 6un,OREO,abarrotes,4.7,5.2,False,9.62,https://www.plazavea.com.pe/galleta-oreo-regular-paquete-6un/p,https://vivanda.vteximg.com.br/arquivos/octagono-3.png?v=123,2026-09-16 21:08:39
galletas-saladas-ritz-taco-paquete-70g,Galletas Saladas RITZ Taco Paquete 70g,RITZ,abarrotes,1.6,2.0,False,20.0,https://www.plazavea.com.pe/galletas-saladas-ritz-taco-paquete-70g/p,https://plazavea.vteximg.com.br/arquivos/ids/31463064-184-184/20466772.jpg?v=639150597491300000,2026-09-16 21:08:39
pack-galleta-oreo-twelve-paquete-432g-x-2un,Pack Galletas OREO Original Paquete 12un x 2,OREO,abarrotes,15.0,19.8,False,24.24,https://www.plazavea.com.pe/pack-galleta-oreo-twelve-paquete-432g-x-2un/p,https://vivanda.vteximg.com.br/arquivos/octagono-3.png?v=123,2026-09-16 21:08:39
galletas-saladas-ritz-sabor-a-queso-bolsa-30g-paquete-6un,Galletas Saladas RITZ sabor Queso Paquete 6un,RITZ,abarrotes,5.5,6.0,False,8.33,https://www.plazavea.com.pe/galletas-saladas-ritz-sabor-a-queso-bolsa-30g-paquete-6un/p,https://vivanda.vteximg.com.br/arquivos/octagono-3.png?v=123,2026-09-16 21:09:04
galleta-oreo-doble-vainilla-paquete-6un,Galletas OREO Sabor Vainilla Paquete 6un,OREO,abarrotes,4.8,5.2,False,7.69,https://www.plazavea.com.pe/galleta-oreo-doble-vainilla-paquete-6un/p,https://vivanda.vteximg.com.br/arquivos/azucar_saturadas.png?v=123,2026-09-16 21:09:04
pack-galletas-saladas-ritz-sabor-a-queso-bolsa-30g-paquete-6un-x-2un,Pack Galletas Saladas RITZ Sabor a Queso Bolsa...,RITZ,abarrotes,9.0,12.0,False,25.0,https://www.plazavea.com.pe/pack-galletas-saladas-ritz-sabor-a-queso-bolsa-30g-paquete-6un-x-2un/p,https://vivanda.vteximg.com.br/arquivos/octagono-3.png?v=123,2026-09-16 21:09:04
galleta-oreo-cookies-cream-paquete-6un,Galletas OREO Sabor Cookies & Cream Paquete 6u...,OREO,abarrotes,4.8,5.2,False,7.69,https://www.plazavea.com.pe/galleta-oreo-cookies-cream-paquete-6un/p,https://vivanda.vteximg.com.br/arquivos/octagono-3.png?v=123,2026-09-16 21:09:04
galleta-ritz-mini-paquete-50g,Galletas Saladas RITZ Mini Original Bolsa 50g,RITZ,abarrotes,2.0,2.0,False,0.0,https://www.plazavea.com.pe/galleta-ritz-mini-paquete-50g/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:09:04
pack-galletas-oreo-sabor-original-paquete-12un-galletas-saladas-ritz-sabor-original-paquete-6un,Pack Galletas OREO Original Paquete 12un + Gal...,OREO,abarrotes,11.0,14.7,False,25.17,https://www.plazavea.com.pe/pack-galletas-oreo-sabor-original-paquete-12un-galletas-saladas-ritz-sabor-original-paquete-6un/p,https://vivanda.vteximg.com.br/arquivos/octagono-3.png?v=123,2026-09-16 21:09:04
galletas-nabisco-oreo-sabor-a-fresa-bolsa-6un-20570745,Galletas OREO Sabor a Fresa Paquete 6un,OREO,abarrotes,4.8,5.5,False,12.73,https://www.plazavea.com.pe/galletas-nabisco-oreo-sabor-a-fresa-bolsa-6un-20570745/p,https://vivanda.vteximg.com.br/arquivos/azucar_saturadas.png?v=123,2026-09-16 21:09:04
galletas-nabisco-ritz-original-bolsa-20g-paquete-12un-20469175,Galletas RITZ Original Bolsa 20g Paquete 12un,RITZ,abarrotes,8.7,8.7,False,0.0,https://www.plazavea.com.pe/galletas-nabisco-ritz-original-bolsa-20g-paquete-12un-20469175/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:09:04
galleta-oreo-chocolate-paquete-6un,Galletas OREO Sabor Chocolate Paquete 6un,OREO,abarrotes,4.8,5.2,False,7.69,https://www.plazavea.com.pe/galleta-oreo-chocolate-paquete-6un/p,https://vivanda.vteximg.com.br/arquivos/octagono-3.png?v=123,2026-09-16 21:09:04
pack-galletas-nabisco-oreo-sabor-a-fresa-bolsa-6un-x-2un,Pack Galletas OREO Sabor a Fresa Paquete 6un x...,OREO,abarrotes,8.2,11.0,False,25.45,https://www.plazavea.com.pe/pack-galletas-nabisco-oreo-sabor-a-fresa-bolsa-6un-x-2un/p,https://vivanda.vteximg.com.br/arquivos/azucar_saturadas.png?v=123,2026-09-16 21:09:04
galleta-oreo-golden-vainilla-paquete-108g,Galletas OREO Sabor Vainilla Taco 108g,OREO,abarrotes,3.0,3.0,False,0.0,https://www.plazavea.com.pe/galleta-oreo-golden-vainilla-paquete-108g/p,https://vivanda.vteximg.com.br/arquivos/azucar_saturadas.png?v=123,2026-09-16 21:09:04
galleta-oreo-taco-135g,Galletas OREO Original Taco 135g,OREO,abarrotes,3.4,3.4,False,0.0,https://www.plazavea.com.pe/galleta-oreo-taco-135g/p,https://vivanda.vteximg.com.br/arquivos/octagono-3.png?v=123,2026-09-16 21:09:04
pack-galleta-nabisco-oreo-cookies-cream-paquete-6un-x-2un,Pack Galletas OREO Cookies & Cream Paquete 6un...,OREO,abarrotes,8.2,10.4,False,21.15,https://www.plazavea.com.pe/pack-galleta-nabisco-oreo-cookies-cream-paquete-6un-x-2un/p,https://vivanda.vteximg.com.br/arquivos/octagono-3.png?v=123,2026-09-16 21:09:04
pack-galleta-nabisco-oreo-doble-vainilla-paquete-6un-x-2un,Pack Galletas OREO sabor Vainilla Paquete 6un ...,OREO,abarrotes,8.2,10.4,False,21.15,https://www.plazavea.com.pe/pack-galleta-nabisco-oreo-doble-vainilla-paquete-6un-x-2un/p,https://vivanda.vteximg.com.br/arquivos/azucar_saturadas.png?v=123,2026-09-16 21:09:04
pack-galleta-nabisco-oreo-chocolate-paquete-6un-x-2un,Pack Galletas OREO sabor Chocolate Paquete 6un...,OREO,abarrotes,8.2,10.4,False,21.15,https://www.plazavea.com.pe/pack-galleta-nabisco-oreo-chocolate-paquete-6un-x-2un/p,https://vivanda.vteximg.com.br/arquivos/octagono-3.png?v=123,2026-09-16 21:09:04
aceite-vegetal-premium-primor-botella-900ml,Aceite Vegetal Premium PRIMOR Botella 900ml,PRIMOR,abarrotes,9.2,11.0,True,16.36,https://www.plazavea.com.pe/aceite-vegetal-premium-primor-botella-900ml/p,https://plazavea.vteximg.com.br/arquivos/ids/30632032-184-184/20281564.jpg?v=638811125811570000,2026-09-16 21:09:04
galletas-de-soda-san-jorge-paquete-7un,Galletas de Soda SAN JORGE Paquete 7un,SAN JORGE,abarrotes,3.9,4.5,False,13.33,https://www.plazavea.com.pe/galletas-de-soda-san-jorge-paquete-7un/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:09:04
filete-de-atun-en-agua-bells-lata-140g-20568242,Filete de Atún en Agua BELL'S Lata 140g,BELL'S,abarrotes,4.5,4.8,False,6.25,https://www.plazavea.com.pe/filete-de-atun-en-agua-bells-lata-140g-20568242/p,https://plazavea.vteximg.com.br/arquivos/ids/35462904-184-184/20568242.jpg?v=639207698323070000,2026-09-16 21:09:04
trozos-de-atun-primor-en-aceite-vegetal-lata-140g,Trozos de Atún PRIMOR en Aceite Vegetal Lata 1...,PRIMOR,abarrotes,5.4,6.5,False,16.92,https://www.plazavea.com.pe/trozos-de-atun-primor-en-aceite-vegetal-lata-140g/p,https://plazavea.vteximg.com.br/arquivos/ids/30632036-184-184/20283088.jpg?v=638758944902100000,2026-09-16 21:09:04
fideos-don-vittorio-spaghetti-bolsa-950g-20277768,Fideos DON VITTORIO Spaghetti Bolsa 950g,DON VITTORIO,abarrotes,4.9,6.0,True,18.33,https://www.plazavea.com.pe/fideos-don-vittorio-spaghetti-bolsa-950g-20277768/p,https://plazavea.vteximg.com.br/arquivos/ids/35462680-184-184/20277768.jpg?v=639207697520670000,2026-09-16 21:09:04
lenteja-bebe-bells-bolsa-500g,Lenteja Bebé BELL'S Bolsa 500g,BELL'S,abarrotes,3.3,4.2,False,21.43,https://www.plazavea.com.pe/lenteja-bebe-bells-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/2326803-184-184/20220358.jpg?v=637660568038330000,2026-09-16 21:09:04
azucar-rubia-bells-bolsa-1kg,Azúcar Rubia BELL'S Bolsa 1Kg,BELL'S,abarrotes,3.5,3.5,False,0.0,https://www.plazavea.com.pe/azucar-rubia-bells-bolsa-1kg/p,https://plazavea.vteximg.com.br/arquivos/ids/423248-184-184/20198552.jpg?v=637377101312700000,2026-09-16 21:09:04
azucar-rubia-bells-bolsa-5kg-20198553,Azúcar Rubia BELL'S Bolsa 5Kg,BELL'S,abarrotes,14.5,15.5,False,6.45,https://www.plazavea.com.pe/azucar-rubia-bells-bolsa-5kg-20198553/p,https://plazavea.vteximg.com.br/arquivos/ids/35462624-184-184/20198553.jpg?v=639207697346270000,2026-09-16 21:09:04
